Orden de Venta,Creacion Orden de Venta,Codigo Cliente,Articulo,Cantidad,Unidad de venta,Segmento Cliente
ABC079944,2023-05-17,1EB90093,IVP11474,57,L,Alimentos y farmaceutica
ABC079943,2023-05-17,38D16E3B,IVP07239,27,KG,Alimentos y farmaceutica
ABC079947,2023-05-17,90E8453B,IVP11115,85,L,Distribuidor
ABC079942,2023-05-17,018C4FFA,IVP10025,450,KG,Metal Mecanica
ABC079941,2023-05-17,AE356B78,IVP04009,18,PZA,Alimentos y farmaceutica
ABC079940,2023-05-17,35250F34,IVP07165,36,PZA,Alimentos y farmaceutica
ABC079939,2023-05-17,45EDA143,IVP15001,228,L,Automotriz
ABC079938,2023-05-17,00911E4B,IVP11649,1,L,Metal Mecanica
ABC079937,2023-05-17,143BFBF4,IVP04022,1,PZA,Aceros
ABC079942,2023-05-17,018C4FFA,IVP04001,36,PZA,Metal Mecanica
ABC079974,2023-05-18,EB2EE452,IVP07169,150,KG,Aceros
ABC079973,2023-05-18,8C3140C7,IVP11081,57,L,Metal Mecanica
ABC079972,2023-05-18,12558C43,IVP07309,54,KG,Aceros
ABC079972,2023-05-18,12558C43,IVP08034,30,KG,Aceros
ABC079970,2023-05-18,2C005B51,IVP07382,27,KG,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP07382,27,KG,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP07361,30,KG,Distribuidor
ABC079975,2023-05-18,E0EA2123,IVP07549,270,KG,Aceros
ABC079971,2023-05-18,A760F354,IVP04039,18,PZA,Genericos
ABC079976,2023-05-18,DB26C066,IVP07222,81,KG,Aceros
ABC079980,2023-05-18,E0EA2123,IVP07549,540,KG,Aceros
ABC079976,2023-05-18,DB26C066,IVP07294,540,KG,Aceros
ABC079976,2023-05-18,DB26C066,IVP07338,270,KG,Aceros
ABC079977,2023-05-18,E0EA2123,IVP07142,270,KG,Aceros
ABC079978,2023-05-18,4F082266,IVP07294,1080,KG,Aceros
ABC079979,2023-05-18,E0EA2123,IVP07083,27,KG,Aceros
ABC079970,2023-05-18,2C005B51,IVP07361,30,KG,Distribuidor
ABC079981,2023-05-18,DD2BF499,IVP08003,4,KG,Metal Mecanica
ABC079982,2023-05-18,BEBC8467,IVP15023,30,KG,Metal Mecanica
ABC079982,2023-05-18,BEBC8467,IVP08048,1,KG,Metal Mecanica
ABC079976,2023-05-18,DB26C066,IVP04001,64,PZA,Aceros
ABC079970,2023-05-18,2C005B51,IVP07294,27,KG,Distribuidor
ABC079975,2023-05-18,E0EA2123,IVP07549,270,KG,Aceros
ABC079970,2023-05-18,2C005B51,IVP07141,27,KG,Distribuidor
ABC079968,2023-05-18,B06D5E88,IVP11694,1,PZA,Genericos
ABC079969,2023-05-18,78E7AA1B,IVP07387,27,KG,Distribuidor
ABC079969,2023-05-18,78E7AA1B,IVP07322,27,KG,Distribuidor
ABC079969,2023-05-18,78E7AA1B,IVP11274,57,L,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP04001,90,PZA,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP04001,90,PZA,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP04014,162,PZA,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP04014,162,PZA,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP07274,108,KG,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP07331,1350,KG,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP07274,108,KG,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP07349,81,KG,Distribuidor
ABC079967,2023-05-18,DB26C066,IVP07338,540,KG,Aceros
ABC079970,2023-05-18,2C005B51,IVP07349,81,KG,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP11280,28,L,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP11280,28,L,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP11307,120,L,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP11307,120,L,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP11347,28,L,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP11347,28,L,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP07141,27,KG,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP07331,1350,KG,Distribuidor
ABC079970,2023-05-18,2C005B51,IVP07294,27,KG,Distribuidor
ABC079990,2023-05-19,2618C5D0,IVP04001,18,PZA,Aceros
ABC079993,2023-05-19,DBB33E7E,IVP10032,300,KG,Metal Mecanica
ABC079993,2023-05-19,DBB33E7E,IVP11479,300,L,Metal Mecanica
ABC079991,2023-05-19,BF078136,IVP11479,28,L,Genericos
ABC079989,2023-05-19,2F7E15C6,IVP07207,540,KG,Aceros
ABC079987,2023-05-19,325E1F1A,IVP07145,1350,KG,Aceros
ABC079988,2023-05-19,0A46AEAD,IVP07165,54,KG,Alimentos y farmaceutica
ABC079984,2023-05-19,C2B4759E,IVP11082,300,L,Alimentos y farmaceutica
ABC079983,2023-05-19,6B97EFF1,IVP11519,85,L,Metal Mecanica
ABC079986,2023-05-19,6F3748FA,IVP07219,54,KG,Distribuidor
ABC079985,2023-05-19,B7B1C357,IVP11253,57,L,Alimentos y farmaceutica
ABC079995,2023-05-20,79762A8C,IVP11366,9,L,Quimica y Petroquimica
ABC079995,2023-05-20,79762A8C,IVP11366,9,L,Quimica y Petroquimica
ABC079995,2023-05-20,79762A8C,IVP11366,9,L,Quimica y Petroquimica
ABC079995,2023-05-20,79762A8C,IVP11366,9,L,Quimica y Petroquimica
ABC080014,2023-05-22,14B242C4,IVP07304,300,KG,Cemento
ABC080013,2023-05-22,90E8453B,IVP11348,28,L,Distribuidor
ABC080014,2023-05-22,14B242C4,IVP07304,300,KG,Cemento
ABC080014,2023-05-22,14B242C4,IVP07304,300,KG,Cemento
ABC080014,2023-05-22,14B242C4,IVP07304,300,KG,Cemento
ABC080014,2023-05-22,14B242C4,IVP07304,300,KG,Cemento
ABC080014,2023-05-22,14B242C4,IVP07304,300,KG,Cemento
ABC080014,2023-05-22,14B242C4,IVP07304,300,KG,Cemento
ABC080017,2023-05-22,AD5387D4,IVP11479,300,L,Metal Mecanica
ABC080014,2023-05-22,14B242C4,IVP07304,300,KG,Cemento
ABC080015,2023-05-22,84248F60,IVP14057,1,L,Automotriz
ABC080016,2023-05-22,60E506F5,IVP07411,54,KG,Cemento
ABC080013,2023-05-22,90E8453B,IVP07502,36,PZA,Distribuidor
ABC080018,2023-05-22,856D8515,IVP11479,3,L,Distribuidor
ABC080019,2023-05-22,5E88DBFE,IVP15118,30,KG,Automotriz
ABC080020,2023-05-22,86CE7EC3,IVP04001,7,PZA,Aceros
ABC080021,2023-05-22,79762A8C,IVP11366,9,L,Quimica y Petroquimica
ABC080014,2023-05-22,14B242C4,IVP07304,300,KG,Cemento
ABC080012,2023-05-22,E487E34E,IVP11312,85,L,Cemento
ABC080018,2023-05-22,856D8515,IVP10025,1,KG,Distribuidor
ABC080011,2023-05-22,68F46D1A,IVP07264,1080,KG,Aceros
ABC079996,2023-05-22,B678967B,IVP10002,4,PZA,Genericos
ABC080012,2023-05-22,E487E34E,IVP11213,2451,L,Cemento
ABC079998,2023-05-22,90E8453B,IVP11057,142,L,Distribuidor
ABC079998,2023-05-22,90E8453B,IVP07165,216,KG,Distribuidor
ABC080000,2023-05-22,5693D56B,IVP07159,270,KG,Aceros
ABC080001,2023-05-22,351C9E32,IVP04039,18,PZA,Genericos
ABC080002,2023-05-22,78984510,IVP04039,135,PZA,
ABC080003,2023-05-22,B7F71C10,IVP04039,150,PZA,Genericos
ABC080003,2023-05-22,B7F71C10,IVP11694,7,PZA,Genericos
ABC079997,2023-05-22,C7045DDB,IVP07306,81,KG,Aceros
ABC080005,2023-05-22,DA89EB02,IVP07384,3,KG,Aceros
ABC080004,2023-05-22,F647A81C,IVP11586,900,L,Minas
ABC080011,2023-05-22,68F46D1A,IVP07207,1350,KG,Aceros
ABC080010,2023-05-22,F7437EC9,IVP07218,27,KG,Aceros
ABC080010,2023-05-22,F7437EC9,IVP07452,27,KG,Aceros
ABC080011,2023-05-22,68F46D1A,IVP11586,549,KG,Aceros
ABC080008,2023-05-22,875B06ED,IVP09028,1,KG,Metal Mecanica
ABC080007,2023-05-22,875B06ED,IVP09009,2430,KG,Metal Mecanica
ABC080006,2023-05-22,6D376B5B,IVP07397,1080,KG,Aceros
ABC080009,2023-05-22,1514990B,IVP11576,150,L,Alimentos y farmaceutica
ABC080038,2023-05-23,E9306274,IVP10025,14400,KG,Distribuidor
ABC080041,2023-05-23,2618C5D0,IVP08007,6,KG,Aceros
ABC080038,2023-05-23,E9306274,IVP10025,14400,KG,Distribuidor
ABC080040,2023-05-23,D36F1A60,IVP11430,9,L,Metal Mecanica
ABC080041,2023-05-23,2618C5D0,IVP08007,6,KG,Aceros
ABC080041,2023-05-23,2618C5D0,IVP08007,6,KG,Aceros
ABC080041,2023-05-23,2618C5D0,IVP08007,6,KG,Aceros
ABC080047,2023-05-23,55371B08,IVP07193,27,KG,Alimentos y farmaceutica
ABC080044,2023-05-23,915B8D91,IVP04039,72,PZA,Genericos
ABC080045,2023-05-23,5E88DBFE,IVP15107,120,KG,Automotriz
ABC080046,2023-05-23,C7045DDB,IVP07169,270,KG,Aceros
ABC080048,2023-05-23,9D9A62E2,IVP10025,300,KG,Metal Mecanica
ABC080049,2023-05-23,A760F354,IVP04039,9,PZA,Genericos
ABC080050,2023-05-23,DD2BF499,IVP10025,150,KG,Metal Mecanica
ABC080037,2023-05-23,B678967B,IVP11603,3,L,Genericos
ABC080042,2023-05-23,DA89EB02,IVP11055,300,L,Aceros
ABC080036,2023-05-23,BA62A6B7,IVP07133,162,KG,Distribuidor
ABC080024,2023-05-23,9F2A92E3,IVP15196,30,L,Automotriz
ABC080035,2023-05-23,12558C43,IVP08034,30,KG,Aceros
ABC080022,2023-05-23,EDD2371F,IVP09023,300,L,Metal Mecanica
ABC080023,2023-05-23,EDD2371F,IVP09028,810,KG,Metal Mecanica
ABC080023,2023-05-23,EDD2371F,IVP09009,1080,KG,Metal Mecanica
ABC080026,2023-05-23,A760F354,IVP04039,6,PZA,Genericos
ABC080027,2023-05-23,A760F354,IVP04039,18,PZA,Genericos
ABC080028,2023-05-23,85AEFE7E,IVP04039,450,PZA,Genericos
ABC080029,2023-05-23,B678967B,IVP15086,5,KG,Genericos
ABC080025,2023-05-23,D642EF3F,IVP13011,810,L,Metal Mecanica
ABC080030,2023-05-23,4D8CDE44,IVP11080,300,L,Distribuidor
ABC080034,2023-05-23,054FD593,IVP15168,600,KG,Automotriz
ABC080029,2023-05-23,B678967B,IVP15087,6,PZA,Genericos
ABC080033,2023-05-23,9E79B253,IVP11026,28,L,Distribuidor
ABC080032,2023-05-23,ADAAE913,IVP07157,1620,KG,Aceros
ABC080035,2023-05-23,12558C43,IVP07207,1080,KG,Aceros
ABC080032,2023-05-23,ADAAE913,IVP07157,1620,KG,Aceros
ABC080031,2023-05-23,ADAAE913,IVP07557,1620,KG,Aceros
ABC080030,2023-05-23,4D8CDE44,IVP07141,27,KG,Distribuidor
ABC080065,2023-05-24,12558C43,IVP07229,540,KG,Aceros
ABC080067,2023-05-24,9DEBDF85,IVP11290,28,L,Ceramica
ABC080068,2023-05-24,B5687310,IVP10025,150,KG,Metal Mecanica
ABC080068,2023-05-24,B5687310,IVP10025,30,KG,Metal Mecanica
ABC080070,2023-05-24,473B25D0,IVP04039,4,PZA,Genericos
ABC080071,2023-05-24,E099D90D,IVP11479,7,L,Metal Mecanica
ABC080072,2023-05-24,9E79B253,IVP07165,27,KG,Distribuidor
ABC080073,2023-05-24,40A32FC2,IVP07165,54,PZA,Distribuidor
ABC080066,2023-05-24,AAC34CAA,IVP15034,300,KG,Polimeros
ABC080081,2023-05-24,2FC031E0,IVP15243,312,KG,Polimeros
ABC080075,2023-05-24,EC5A61DE,IVP14005,112,KG,Automotriz
ABC080076,2023-05-24,84248F60,IVP14057,6,L,Automotriz
ABC080077,2023-05-24,786A02F9,IVP11479,285,L,Metal Mecanica
ABC080078,2023-05-24,A44185EF,IVP11255,28,L,Alimentos y farmaceutica
ABC080079,2023-05-24,51617E14,IVP07477,54,PZA,Alimentos y farmaceutica
ABC080080,2023-05-24,405B9CF7,IVP15129,30,L,Polimeros
ABC080064,2023-05-24,481227FD,IVP15513,17,L,Polimeros
ABC080082,2023-05-24,D3F3041A,IVP11282,300,L,Minas
ABC080083,2023-05-24,B771CA80,IVP07197,270,KG,Carton y Papel
ABC080084,2023-05-24,1DA3AE5E,IVP07159,810,KG,Aceros
ABC080074,2023-05-24,4D8CDE44,IVP07446,108,KG,Distribuidor
ABC080062,2023-05-24,728200A1,IVP11576,300,L,Alimentos y farmaceutica
ABC080074,2023-05-24,4D8CDE44,IVP11419,57,L,Distribuidor
ABC080051,2023-05-24,F6F39D95,IVP11692,57,L,Subsidiarias
ABC080052,2023-05-24,044600D2,IVP07165,1080,KG,Distribuidor
ABC080053,2023-05-24,044600D2,IVP11504,7,L,Distribuidor
ABC080054,2023-05-24,044600D2,IVP07480,270,KG,Distribuidor
ABC080055,2023-05-24,B678967B,IVP07278,1,PZA,Genericos
ABC080055,2023-05-24,B678967B,IVP04009,3,PZA,Genericos
ABC080056,2023-05-24,044600D2,IVP11280,85,L,Distribuidor
ABC080056,2023-05-24,044600D2,IVP11280,85,L,Distribuidor
ABC080056,2023-05-24,044600D2,IVP11085,57,L,Distribuidor
ABC080056,2023-05-24,044600D2,IVP11085,57,L,Distribuidor
ABC080057,2023-05-24,759A7216,IVP11115,3,L,Alimentos y farmaceutica
ABC080056,2023-05-24,044600D2,IVP11092,28,L,Distribuidor
ABC080056,2023-05-24,044600D2,IVP11092,28,L,Distribuidor
ABC080056,2023-05-24,044600D2,IVP11115,171,L,Distribuidor
ABC080056,2023-05-24,044600D2,IVP11115,171,L,Distribuidor
ABC080056,2023-05-24,044600D2,IVP11252,228,L,Distribuidor
ABC080056,2023-05-24,044600D2,IVP11252,228,L,Distribuidor
ABC080097,2023-05-25,351C9E32,IVP04039,7,PZA,Genericos
ABC080096,2023-05-25,A45C5843,IVP10025,300,KG,Metal Mecanica
ABC080095,2023-05-25,5E88DBFE,IVP15107,120,KG,Automotriz
ABC080094,2023-05-25,A760F354,IVP04039,4,PZA,Genericos
ABC080093,2023-05-25,66E81584,IVP11117,57,L,Alimentos y farmaceutica
ABC080093,2023-05-25,66E81584,IVP11252,10,L,Alimentos y farmaceutica
ABC080092,2023-05-25,5693D56B,IVP07159,270,KG,Aceros
ABC080091,2023-05-25,78E7AA1B,IVP11274,28,L,Distribuidor
ABC080093,2023-05-25,66E81584,IVP11141,28,L,Alimentos y farmaceutica
ABC080090,2023-05-25,B678967B,IVP07412,6,KG,Genericos
ABC080091,2023-05-25,78E7AA1B,IVP11055,85,L,Distribuidor
ABC080085,2023-05-25,EC541C06,IVP07489,3,PZA,Alimentos y farmaceutica
ABC080086,2023-05-25,75E08B98,IVP11253,28,L,Distribuidor
ABC080087,2023-05-25,A8FAB560,IVP04014,18,PZA,Distribuidor
ABC080090,2023-05-25,B678967B,IVP04018,1,PZA,Genericos
ABC080087,2023-05-25,A8FAB560,IVP11159,57,L,Distribuidor
ABC080087,2023-05-25,A8FAB560,IVP04009,18,PZA,Distribuidor
ABC080088,2023-05-25,F647A81C,IVP11087,1,L,Minas
ABC080089,2023-05-25,C3FC3AD2,IVP04039,72,PZA,Genericos
ABC080087,2023-05-25,A8FAB560,IVP11262,57,L,Distribuidor
ABC080111,2023-05-26,9450D4F7,IVP08007,54,KG,Intercompanias
ABC080110,2023-05-26,35B3A9CB,IVP07452,54,KG,Aceros
ABC080109,2023-05-26,910A30AA,IVP11213,285,L,Alimentos y farmaceutica
ABC080107,2023-05-26,74A1EBD4,IVP07157,270,KG,Aceros
ABC080106,2023-05-26,50127BB0,IVP07452,1,KG,Carton y Papel
ABC080105,2023-05-26,7EFC39AE,IVP11144,300,L,Aceros
ABC080104,2023-05-26,78E7AA1B,IVP07077,18,PZA,Distribuidor
ABC080104,2023-05-26,78E7AA1B,IVP04009,18,PZA,Distribuidor
ABC080103,2023-05-26,7EFC39AE,IVP08003,60,KG,Aceros
ABC080104,2023-05-26,78E7AA1B,IVP07239,18,PZA,Distribuidor
ABC080102,2023-05-26,7506A90E,IVP11141,300,L,Distribuidor
ABC080100,2023-05-26,7506A90E,IVP11085,300,L,Distribuidor
ABC080099,2023-05-26,56B26F02,IVP11091,57,L,Automotriz
ABC080099,2023-05-26,56B26F02,IVP04015,36,PZA,Automotriz
ABC080099,2023-05-26,56B26F02,IVP11063,300,L,Automotriz
ABC080098,2023-05-26,AE0CBF21,IVP04009,54,PZA,Alimentos y farmaceutica
ABC080104,2023-05-26,78E7AA1B,IVP07292,18,PZA,Distribuidor
ABC080101,2023-05-26,51CD51AF,IVP07485,6,KG,Aceros
ABC080108,2023-05-26,50EE2BAA,IVP07452,1,KG,Minas
ABC080113,2023-05-29,56D31EA9,IVP11695,57,L,Carton y Papel
ABC080130,2023-05-29,DA89EB02,IVP07134,3,KG,Aceros
ABC080131,2023-05-29,357F9E2B,IVP04039,72,PZA,Genericos
ABC080132,2023-05-29,41B89FCE,IVP11479,3,L,Distribuidor
ABC080133,2023-05-29,A7D92C72,IVP04039,18,PZA,Genericos
ABC080134,2023-05-29,D88189A2,IVP11346,810,KG,Distribuidor
ABC080134,2023-05-29,D88189A2,IVP11346,540,KG,Distribuidor
ABC080134,2023-05-29,D88189A2,IVP11346,270,KG,Distribuidor
ABC080135,2023-05-29,9DEBDF85,IVP07081,27,KG,Ceramica
ABC080136,2023-05-29,EB2EE452,IVP07169,162,KG,Aceros
ABC080129,2023-05-29,582E3E9C,IVP11530,600,L,Metal Mecanica
ABC080137,2023-05-29,8C3140C7,IVP11081,342,L,Metal Mecanica
ABC080139,2023-05-29,86CE7EC3,IVP08026,6,PZA,Aceros
ABC080139,2023-05-29,86CE7EC3,IVP07342,6,KG,Aceros
ABC080139,2023-05-29,86CE7EC3,IVP11521,7,L,Aceros
ABC080141,2023-05-29,EDD2371F,IVP09028,540,KG,Metal Mecanica
ABC080141,2023-05-29,EDD2371F,IVP09009,2700,KG,Metal Mecanica
ABC080138,2023-05-29,8C3140C7,IVP10005,90,KG,Metal Mecanica
ABC080128,2023-05-29,EF37BA4A,IVP04039,18,PZA,Genericos
ABC080114,2023-05-29,77773FF1,IVP08003,30,KG,Aceros
ABC080126,2023-05-29,A319D1B7,IVP07085,1350,KG,Aceros
ABC080127,2023-05-29,60E506F5,IVP07411,54,KG,Cemento
ABC080115,2023-05-29,3F73A5EA,IVP04039,9,PZA,Genericos
ABC080116,2023-05-29,3F73A5EA,IVP04039,4,PZA,Genericos
ABC080117,2023-05-29,044600D2,IVP11252,171,L,Distribuidor
ABC080117,2023-05-29,044600D2,IVP11115,171,L,Distribuidor
ABC080118,2023-05-29,044600D2,IVP11085,28,L,Distribuidor
ABC080118,2023-05-29,044600D2,IVP11092,28,L,Distribuidor
ABC080118,2023-05-29,044600D2,IVP11252,228,L,Distribuidor
ABC080118,2023-05-29,044600D2,IVP11115,85,L,Distribuidor
ABC080119,2023-05-29,B87D1953,IVP04015,36,PZA,Minas
ABC080118,2023-05-29,044600D2,IVP11280,85,L,Distribuidor
ABC080121,2023-05-29,8E75D781,IVP04039,36,PZA,Genericos
ABC080122,2023-05-29,00911E4B,IVP07390,1,KG,Metal Mecanica
ABC080122,2023-05-29,00911E4B,IVP11086,1,L,Metal Mecanica
ABC080123,2023-05-29,A319D1B7,IVP11144,3300,L,Aceros
ABC080123,2023-05-29,A319D1B7,IVP07099,6480,KG,Aceros
ABC080124,2023-05-29,C120F5B2,IVP99387,1,PZA,Metal Mecanica
ABC080125,2023-05-29,A319D1B7,IVP11144,3300,L,Aceros
ABC080125,2023-05-29,A319D1B7,IVP07099,6480,KG,Aceros
ABC080125,2023-05-29,A319D1B7,IVP07378,3,KG,Aceros
ABC080125,2023-05-29,A319D1B7,IVP07407,27,KG,Aceros
ABC080120,2023-05-29,613685E0,IVP07400,27,KG,Aceros
ABC080155,2023-05-30,E86E3C18,IVP14026,15,KG,Automotriz
ABC080156,2023-05-30,0CE5861A,IVP11716,28,L,Distribuidor
ABC080157,2023-05-30,AE356B78,IVP04011,18,PZA,Alimentos y farmaceutica
ABC080159,2023-05-30,90E8453B,IVP11115,114,L,Distribuidor
ABC080159,2023-05-30,90E8453B,IVP07165,324,KG,Distribuidor
ABC080164,2023-05-30,DB55F457,IVP07387,36,PZA,Genericos
ABC080161,2023-05-30,CCAFF847,IVP07165,54,KG,Distribuidor
ABC080162,2023-05-30,3D41483E,IVP07258,12,KG,Alimentos y farmaceutica
ABC080163,2023-05-30,1C110892,IVP07131,270,KG,Aceros
ABC080164,2023-05-30,DB55F457,IVP04009,36,PZA,Genericos
ABC080154,2023-05-30,BA62A6B7,IVP11162,28,L,Distribuidor
ABC080160,2023-05-30,5E88DBFE,IVP07309,1,PZA,Automotriz
ABC080153,2023-05-30,6E1B3680,IVP15109,30,KG,Genericos
ABC080152,2023-05-30,6B8C369C,IVP11586,3,L,Minas
ABC080144,2023-05-30,856D8515,IVP07421,3,KG,Distribuidor
ABC080151,2023-05-30,90D6A00B,IVP10025,1200,KG,Metal Mecanica
ABC080150,2023-05-30,CB59CB54,IVP11159,427,L,Alimentos y farmaceutica
ABC080148,2023-05-30,E9306274,IVP07488,270,KG,Distribuidor
ABC080147,2023-05-30,613685E0,IVP07400,27,KG,Aceros
ABC080146,2023-05-30,F647A81C,IVP11586,900,L,Minas
ABC080145,2023-05-30,3F73A5EA,IVP04039,3,PZA,Genericos
ABC080144,2023-05-30,856D8515,IVP08003,18,KG,Distribuidor
ABC080144,2023-05-30,856D8515,IVP08003,60,KG,Distribuidor
ABC080144,2023-05-30,856D8515,IVP08003,6,KG,Distribuidor
ABC080143,2023-05-30,C7045DDB,IVP07306,81,KG,Aceros
ABC080142,2023-05-30,B678967B,IVP10025,30,KG,Genericos
ABC080152,2023-05-30,6B8C369C,IVP11588,3,L,Minas
ABC080183,2023-05-31,0095D67D,IVP11066,300,L,Metal Mecanica
ABC080182,2023-05-31,40C45AE5,IVP04039,72,PZA,Genericos
ABC080181,2023-05-31,A760F354,IVP11694,3,PZA,Genericos
ABC080180,2023-05-31,A760F354,IVP04039,18,PZA,Genericos
ABC080178,2023-05-31,12558C43,IVP08007,90,KG,Aceros
ABC080183,2023-05-31,0095D67D,IVP07130,30,KG,Metal Mecanica
ABC080180,2023-05-31,A760F354,IVP11694,3,PZA,Genericos
ABC080184,2023-05-31,EC5A61DE,IVP14005,112,KG,Automotriz
ABC080190,2023-05-31,7EFC39AE,IVP07293,3240,KG,Aceros
ABC080186,2023-05-31,E099D90D,IVP10025,3,KG,Metal Mecanica
ABC080187,2023-05-31,7506A90E,IVP07085,1,KG,Distribuidor
ABC080188,2023-05-31,58B5B9BD,IVP07331,81,KG,Alimentos y farmaceutica
ABC080189,2023-05-31,58B5B9BD,IVP07331,54,KG,Alimentos y farmaceutica
ABC080190,2023-05-31,7EFC39AE,IVP07169,1080,KG,Aceros
ABC080190,2023-05-31,7EFC39AE,IVP07452,810,KG,Aceros
ABC080191,2023-05-31,5FCC9886,IVP11123,600,L,Alimentos y farmaceutica
ABC080185,2023-05-31,3C2EE1B3,IVP07205,6,KG,
ABC080176,2023-05-31,78E7AA1B,IVP11162,300,L,Distribuidor
ABC080187,2023-05-31,7506A90E,IVP07267,1,KG,Distribuidor
ABC080176,2023-05-31,78E7AA1B,IVP11158,300,L,Distribuidor
ABC080176,2023-05-31,78E7AA1B,IVP11298,300,L,Distribuidor
ABC080165,2023-05-31,D4C576EB,IVP07272,12,KG,Subsidiarias
ABC080166,2023-05-31,5C8A288C,IVP11562,1,L,Metal Mecanica
ABC080167,2023-05-31,044600D2,IVP07165,540,KG,Distribuidor
ABC080168,2023-05-31,3F73A5EA,IVP04039,9,PZA,Genericos
ABC080169,2023-05-31,3F73A5EA,IVP04039,1,PZA,Genericos
ABC080169,2023-05-31,3F73A5EA,IVP11694,1,PZA,Genericos
ABC080170,2023-05-31,3F73A5EA,IVP04039,6,PZA,Genericos
ABC080171,2023-05-31,3F73A5EA,IVP04039,4,PZA,Genericos
ABC080172,2023-05-31,473B25D0,IVP04039,9,PZA,Genericos
ABC080177,2023-05-31,E7805F4D,IVP07384,150,PZA,Aceros
ABC080174,2023-05-31,8E948DF7,IVP04009,54,PZA,Distribuidor
ABC080175,2023-05-31,D2FEC2D7,IVP04009,252,PZA,Distribuidor
ABC080174,2023-05-31,8E948DF7,IVP11162,57,L,Distribuidor
ABC080174,2023-05-31,8E948DF7,IVP11057,142,L,Distribuidor
ABC080173,2023-05-31,728200A1,IVP11576,450,L,Alimentos y farmaceutica
ABC080174,2023-05-31,8E948DF7,IVP07244,27,KG,Distribuidor
ABC080174,2023-05-31,8E948DF7,IVP07165,18,PZA,Distribuidor
ABC080174,2023-05-31,8E948DF7,IVP15087,180,PZA,Distribuidor
ABC080174,2023-05-31,8E948DF7,IVP11136,627,L,Distribuidor
ABC080220,2023-06-01,8C3140C7,IVP10005,60,KG,Metal Mecanica
ABC080213,2023-06-01,0A46AEAD,IVP07165,27,KG,Alimentos y farmaceutica
ABC080213,2023-06-01,0A46AEAD,IVP07165,27,KG,Alimentos y farmaceutica
ABC080214,2023-06-01,DD2BF499,IVP10025,150,KG,Metal Mecanica
ABC080216,2023-06-01,CB59CB54,IVP11159,855,L,Alimentos y farmaceutica
ABC080217,2023-06-01,054FD593,IVP15060,900,KG,Automotriz
ABC080218,2023-06-01,08F7F555,IVP07314,6,KG,Alimentos y farmaceutica
ABC080219,2023-06-01,3F73A5EA,IVP04039,1,PZA,Genericos
ABC080213,2023-06-01,0A46AEAD,IVP07165,27,KG,Alimentos y farmaceutica
ABC080224,2023-06-01,B996899E,IVP15125,30,KG,Polimeros
ABC080213,2023-06-01,0A46AEAD,IVP07165,27,KG,Alimentos y farmaceutica
ABC080225,2023-06-01,7506A90E,IVP11159,142,L,Distribuidor
ABC080226,2023-06-01,7506A90E,IVP11159,142,L,Distribuidor
ABC080227,2023-06-01,7506A90E,IVP11159,142,L,Distribuidor
ABC080228,2023-06-01,7506A90E,IVP11159,142,L,Distribuidor
ABC080229,2023-06-01,7506A90E,IVP07349,54,KG,Distribuidor
ABC080230,2023-06-01,7506A90E,IVP08031,30,KG,Distribuidor
ABC080212,2023-06-01,6E4DA324,IVP15114,600,KG,Polimeros
ABC080221,2023-06-01,B5687310,IVP10025,270,KG,Metal Mecanica
ABC080210,2023-06-01,9F546608,IVP07131,27,KG,Quimica y Petroquimica
ABC080211,2023-06-01,A760F354,IVP04039,1,PZA,Genericos
ABC080192,2023-06-01,68F46D1A,IVP07094,8640,KG,Aceros
ABC080192,2023-06-01,68F46D1A,IVP07309,54,KG,Aceros
ABC080192,2023-06-01,68F46D1A,IVP15196,90,L,Aceros
ABC080194,2023-06-01,9450D4F7,IVP11081,142,L,Intercompanias
ABC080195,2023-06-01,B678967B,IVP07485,270,KG,Genericos
ABC080196,2023-06-01,B678967B,IVP08031,6,KG,Genericos
ABC080198,2023-06-01,B678967B,IVP11479,57,L,Genericos
ABC080199,2023-06-01,A2CA9601,IVP15243,312,KG,Polimeros
ABC080200,2023-06-01,875B06ED,IVP09009,2430,KG,Metal Mecanica
ABC080201,2023-06-01,910A30AA,IVP11087,1,L,Alimentos y farmaceutica
ABC080215,2023-06-01,DD02E65E,IVP04018,36,PZA,Polimeros
ABC080203,2023-06-01,526D1E4B,IVP11479,600,L,Metal Mecanica
ABC080204,2023-06-01,D0B40618,IVP15196,1110,L,Metal Mecanica
ABC080205,2023-06-01,F647A81C,IVP11058,600,L,Minas
